,customer_id,order_frequency,order_recency,order_monetary,R_score,F_score,M_score,RFM_score,Segment,Scores
447,3239,6,2,4374.75,4,2,1,421,Potential Loyalist,421
448,3455,6,9,4674.13,4,2,1,421,Potential Loyalist,421
449,2954,6,6,5047.31,4,2,1,421,Potential Loyalist,421
450,717,6,14,4696.91,4,2,1,421,Potential Loyalist,421
451,3147,6,3,5237.77,4,2,1,421,Potential Loyalist,421
452,1190,6,6,4050.13,4,2,1,421,Potential Loyalist,421
453,465,6,4,4766.91,4,2,1,421,Potential Loyalist,421
454,517,6,10,5083.11,4,2,1,421,Potential Loyalist,421
455,279,6,14,3817.17,4,2,1,421,Potential Loyalist,421
456,932,6,3,4854.48,4,2,1,421,Potential Loyalist,421
457,2693,6,1,5128.64,4,2,1,421,Potential Loyalist,421
458,3193,6,10,5155.41,4,2,1,421,Potential Loyalist,421
459,350,6,4,4728.13,4,2,1,421,Potential Loyalist,421
460,2125,6,13,4206.48,4,2,1,421,Potential Loyalist,421
461,1304,6,3,4316.44,4,2,1,421,Potential Loyalist,421
462,2786,6,3,4372.3,4,2,1,421,Potential Loyalist,421
463,3163,6,14,5066.64,4,2,1,421,Potential Loyalist,421
464,843,6,2,4090.19,4,2,1,421,Potential Loyalist,421
465,951,6,6,4934.83,4,2,1,421,Potential Loyalist,421
466,1624,6,3,4424.39,4,2,1,421,Potential Loyalist,421
467,2479,6,2,2933.17,4,2,0,420,Potential Loyalist,420
468,2908,6,1,3638.18,4,2,0,420,Potential Loyalist,420
469,2421,6,0,2836.38,4,2,0,420,Potential Loyalist,420
470,687,6,8,2828.68,4,2,0,420,Potential Loyalist,420
471,884,5,1,9210.74,4,1,4,414,Promising,414
472,3016,5,0,7991.99,4,1,3,413,Promising,413
473,2345,5,0,7439.41,4,1,3,413,Promising,413
474,3054,5,2,7022.29,4,1,3,413,Promising,413
475,556,5,9,6960.33,4,1,3,413,Promising,413
476,933,5,0,7598.65,4,1,3,413,Promising,413
477,2377,5,7,8081.98,4,1,3,413,Promising,413
478,2044,5,5,7468.57,4,1,3,413,Promising,413
479,2191,5,12,7172.56,4,1,3,413,Promising,413
480,2808,5,6,6828.29,4,1,3,413,Promising,413
481,1500,5,5,7075.56,4,1,3,413,Promising,413
482,1602,5,7,6779.29,4,1,3,413,Promising,413
483,189,5,3,8633.69,4,1,3,413,Promising,413
484,2555,5,1,7747.14,4,1,3,413,Promising,413
485,371,5,9,6859.8,4,1,3,413,Promising,413
486,1143,5,4,7112.88,4,1,3,413,Promising,413
487,21,5,6,7446.21,4,1,3,413,Promising,413
488,703,5,1,7301.15,4,1,3,413,Promising,413
489,1123,5,10,6742.5,4,1,3,413,Promising,413
490,979,5,5,7486.82,4,1,3,413,Promising,413
491,1926,5,5,7762.71,4,1,3,413,Promising,413
492,2623,5,10,6916.33,4,1,3,413,Promising,413
493,1767,5,4,5973.14,4,1,2,412,Promising,412
494,1355,5,8,5458.11,4,1,2,412,Promising,412
495,2977,5,9,5552.88,4,1,2,412,Promising,412
496,2892,5,12,6697.78,4,1,2,412,Promising,412
497,891,5,12,6442.05,4,1,2,412,Promising,412
498,1471,5,5,5435.15,4,1,2,412,Promising,412
499,2012,5,13,5492.34,4,1,2,412,Promising,412
500,1617,5,5,5926.27,4,1,2,412,Promising,412
501,321,5,12,5405.99,4,1,2,412,Promising,412
502,3298,5,4,6502.58,4,1,2,412,Promising,412
503,1709,5,4,5390.71,4,1,2,412,Promising,412
504,1454,5,5,5619.66,4,1,2,412,Promising,412
505,360,5,8,6069.39,4,1,2,412,Promising,412
506,2922,5,1,5507.02,4,1,2,412,Promising,412
507,612,5,1,5581.03,4,1,2,412,Promising,412
508,3065,5,5,5665.26,4,1,2,412,Promising,412
509,1944,5,5,5704.36,4,1,2,412,Promising,412
510,2779,5,11,6558.76,4,1,2,412,Promising,412
511,1342,5,3,5550.01,4,1,2,412,Promising,412
512,2396,5,0,5478.09,4,1,2,412,Promising,412
513,693,5,10,6667.92,4,1,2,412,Promising,412
514,2805,5,3,5915.9,4,1,2,412,Promising,412
515,1918,5,1,6735.74,4,1,2,412,Promising,412
516,3355,5,0,5543.53,4,1,2,412,Promising,412
517,2780,5,2,6150.43,4,1,2,412,Promising,412
518,513,5,14,5958.04,4,1,2,412,Promising,412
519,1081,5,11,6119.72,4,1,2,412,Promising,412
520,3197,5,3,5284.57,4,1,2,412,Promising,412
521,2471,5,13,5699.45,4,1,2,412,Promising,412
522,2550,5,11,6139.76,4,1,2,412,Promising,412
523,2365,5,1,5448.58,4,1,2,412,Promising,412
524,2081,5,11,5586.19,4,1,2,412,Promising,412
525,3448,5,10,5257.04,4,1,2,412,Promising,412
526,3356,5,4,6281.69,4,1,2,412,Promising,412
527,290,5,11,5912.93,4,1,2,412,Promising,412
528,1504,5,5,5266.7,4,1,2,412,Promising,412
529,505,5,14,6456.41,4,1,2,412,Promising,412
530,2022,5,13,5843.24,4,1,2,412,Promising,412
531,256,5,0,5861.16,4,1,2,412,Promising,412
532,2254,5,3,5373.7,4,1,2,412,Promising,412
533,1453,5,0,6332.4,4,1,2,412,Promising,412
534,2778,5,9,5669.9,4,1,2,412,Promising,412
535,122,5,8,6533.39,4,1,2,412,Promising,412
536,2661,5,8,5712.01,4,1,2,412,Promising,412
537,3031,5,2,6455.51,4,1,2,412,Promising,412
538,53,5,7,5472.74,4,1,2,412,Promising,412
539,1452,5,2,5937.98,4,1,2,412,Promising,412
540,3130,5,0,6539.6,4,1,2,412,Promising,412
541,1610,5,8,6734.61,4,1,2,412,Promising,412
542,2714,5,8,4081.81,4,1,1,411,Promising,411
543,1327,5,6,5206.27,4,1,1,411,Promising,411
544,3293,5,0,4716.33,4,1,1,411,Promising,411
545,2502,5,14,4196.26,4,1,1,411,Promising,411
546,2831,5,14,4904.01,4,1,1,411,Promising,411
547,694,5,7,4359.78,4,1,1,411,Promising,411
548,964,5,1,4224.59,4,1,1,411,Promising,411
549,511,5,11,4598.69,4,1,1,411,Promising,411
550,2709,5,2,3860.54,4,1,1,411,Promising,411
551,1794,5,1,3869.44,4,1,1,411,Promising,411
552,543,5,0,4605.8,4,1,1,411,Promising,411
553,245,5,12,4855.26,4,1,1,411,Promising,411
554,2575,5,10,4119.53,4,1,1,411,Promising,411
555,2063,5,9,4125.82,4,1,1,411,Promising,411
556,2378,5,10,5040.64,4,1,1,411,Promising,411
557,262,5,10,4597.37,4,1,1,411,Promising,411
558,831,5,11,4245.84,4,1,1,411,Promising,411
559,1484,5,14,3812.0,4,1,1,411,Promising,411
560,17,5,0,4676.19,4,1,1,411,Promising,411
561,293,5,10,5175.56,4,1,1,411,Promising,411
562,2520,5,11,4496.29,4,1,1,411,Promising,411
563,1650,5,10,4358.9,4,1,1,411,Promising,411
564,64,5,3,4111.12,4,1,1,411,Promising,411
565,1833,5,10,4197.33,4,1,1,411,Promising,411
566,3393,5,2,4896.49,4,1,1,411,Promising,411
567,2995,5,10,5069.75,4,1,1,411,Promising,411
568,1607,5,1,4898.71,4,1,1,411,Promising,411
569,2689,5,1,3956.18,4,1,1,411,Promising,411
570,70,5,4,4801.11,4,1,1,411,Promising,411
571,1815,5,11,4235.58,4,1,1,411,Promising,411
572,3386,5,7,4407.64,4,1,1,411,Promising,411
573,2862,5,14,4816.96,4,1,1,411,Promising,411
574,2329,5,8,4252.36,4,1,1,411,Promising,411
575,3210,5,9,3992.06,4,1,1,411,Promising,411
576,1965,5,6,4201.57,4,1,1,411,Promising,411
577,203,5,11,4376.26,4,1,1,411,Promising,411
578,550,5,14,4546.57,4,1,1,411,Promising,411
579,1701,5,5,3664.41,4,1,0,410,Promising,410
580,649,5,11,1718.19,4,1,0,410,Promising,410
581,362,5,0,3486.48,4,1,0,410,Promising,410
582,673,5,2,3435.22,4,1,0,410,Promising,410
583,1895,5,7,2110.26,4,1,0,410,Promising,410
584,1822,5,2,3009.41,4,1,0,410,Promising,410
585,2106,4,3,6782.28,4,0,3,403,Promising,403
586,1095,4,14,6916.04,4,0,3,403,Promising,403
587,2561,4,1,7146.86,4,0,3,403,Promising,403
588,2319,4,9,7191.2,4,0,3,403,Promising,403
589,985,4,14,5554.19,4,0,2,402,Promising,402
590,2112,4,2,5958.11,4,0,2,402,Promising,402
591,2075,4,4,5575.41,4,0,2,402,Promising,402
592,1873,4,8,5930.68,4,0,2,402,Promising,402
593,1264,4,2,6000.92,4,0,2,402,Promising,402
594,824,4,9,6017.27,4,0,2,402,Promising,402
595,1159,4,6,5803.34,4,0,2,402,Promising,402
596,2632,4,7,6590.86,4,0,2,402,Promising,402
597,2414,4,4,5682.46,4,0,2,402,Promising,402
598,851,4,9,5347.0,4,0,2,402,Promising,402
599,680,4,14,5597.05,4,0,2,402,Promising,402
600,297,4,8,5674.71,4,0,2,402,Promising,402
601,3473,4,12,5487.64,4,0,2,402,Promising,402
602,2054,4,1,5248.59,4,0,2,402,Promising,402
603,2376,4,11,5599.33,4,0,2,402,Promising,402
604,3374,4,1,6246.44,4,0,2,402,Promising,402
605,1070,4,0,5754.66,4,0,2,402,Promising,402
606,1179,4,7,6441.95,4,0,2,402,Promising,402
607,1571,4,3,6221.73,4,0,2,402,Promising,402
608,309,4,9,5475.93,4,0,2,402,Promising,402
609,2752,4,12,5737.59,4,0,2,402,Promising,402
610,236,4,6,5255.34,4,0,2,402,Promising,402
611,2976,4,6,6239.15,4,0,2,402,Promising,402
612,2848,4,13,5354.43,4,0,2,402,Promising,402
613,697,4,11,5888.76,4,0,2,402,Promising,402
614,2136,4,10,6269.92,4,0,2,402,Promising,402
615,1983,4,2,5795.41,4,0,2,402,Promising,402
616,1038,4,12,6144.11,4,0,2,402,Promising,402
617,660,4,12,5360.14,4,0,2,402,Promising,402
618,2306,4,6,4938.64,4,0,1,401,Promising,401
619,316,4,11,3813.84,4,0,1,401,Promising,401
620,1638,4,11,5237.9,4,0,1,401,Promising,401
621,2710,4,8,3931.54,4,0,1,401,Promising,401
622,3125,4,9,4529.16,4,0,1,401,Promising,401
623,1253,4,4,3836.34,4,0,1,401,Promising,401
624,2967,3,10,4699.01,4,0,1,401,Promising,401
625,3257,3,6,5121.28,4,0,1,401,Promising,401
626,675,3,0,4204.51,4,0,1,401,Promising,401
627,1240,4,5,4634.82,4,0,1,401,Promising,401
628,2079,3,3,4631.31,4,0,1,401,Promising,401
629,3419,3,5,4108.62,4,0,1,401,Promising,401
630,101,4,8,4309.82,4,0,1,401,Promising,401
631,1167,4,10,4106.64,4,0,1,401,Promising,401
632,2128,2,13,3787.46,4,0,1,401,Promising,401
633,1648,4,13,4946.86,4,0,1,401,Promising,401
634,155,3,8,4008.51,4,0,1,401,Promising,401
635,3486,4,9,4722.08,4,0,1,401,Promising,401
636,1425,4,0,4470.96,4,0,1,401,Promising,401
637,2573,4,14,4088.91,4,0,1,401,Promising,401
638,2236,3,1,4226.47,4,0,1,401,Promising,401
639,2168,3,2,3828.1,4,0,1,401,Promising,401
640,559,4,6,4129.68,4,0,1,401,Promising,401
641,1265,4,7,4449.86,4,0,1,401,Promising,401
642,81,4,4,4421.7,4,0,1,401,Promising,401
643,296,3,8,4016.36,4,0,1,401,Promising,401
644,2452,4,9,4209.71,4,0,1,401,Promising,401
645,1012,4,9,5094.62,4,0,1,401,Promising,401
646,476,4,9,4416.9,4,0,1,401,Promising,401
647,1941,4,5,4645.69,4,0,1,401,Promising,401
648,2773,4,4,4179.19,4,0,1,401,Promising,401
649,1687,4,10,4032.17,4,0,1,401,Promising,401
650,2042,3,11,4170.51,4,0,1,401,Promising,401
651,2050,4,6,4483.5,4,0,1,401,Promising,401
652,1161,4,12,4151.98,4,0,1,401,Promising,401
653,3253,3,5,4743.31,4,0,1,401,Promising,401
654,1116,3,7,4932.34,4,0,1,401,Promising,401
655,2276,4,10,4714.45,4,0,1,401,Promising,401
656,1197,4,7,4455.89,4,0,1,401,Promising,401
657,3203,3,7,4714.81,4,0,1,401,Promising,401
658,2748,4,6,3952.7,4,0,1,401,Promising,401
659,1972,4,0,4795.14,4,0,1,401,Promising,401
660,3475,4,3,3785.92,4,0,1,401,Promising,401
661,1751,4,12,3904.57,4,0,1,401,Promising,401
662,826,4,4,4829.57,4,0,1,401,Promising,401
663,143,4,13,4689.21,4,0,1,401,Promising,401
664,3494,4,4,5122.71,4,0,1,401,Promising,401
665,854,4,8,3992.51,4,0,1,401,Promising,401
666,1886,4,6,4591.32,4,0,1,401,Promising,401
667,3043,4,11,4497.96,4,0,1,401,Promising,401
668,3142,4,12,4004.87,4,0,1,401,Promising,401
669,2038,4,13,4230.27,4,0,1,401,Promising,401
670,3312,4,6,3943.69,4,0,1,401,Promising,401
671,2814,4,13,4851.34,4,0,1,401,Promising,401
672,1408,3,10,4975.92,4,0,1,401,Promising,401
673,3119,4,5,4368.56,4,0,1,401,Promising,401
674,1584,2,2,2749.72,4,0,0,400,Promising,400
675,3216,4,0,3366.82,4,0,0,400,Promising,400
676,409,4,13,3610.11,4,0,0,400,Promising,400
677,3487,3,10,3715.32,4,0,0,400,Promising,400
678,1108,4,12,1790.0,4,0,0,400,Promising,400
679,3123,4,0,3733.72,4,0,0,400,Promising,400
680,2731,4,3,2409.89,4,0,0,400,Promising,400
681,885,3,7,3628.94,4,0,0,400,Promising,400
682,351,2,11,2832.11,4,0,0,400,Promising,400
683,1703,4,3,2468.19,4,0,0,400,Promising,400
684,3452,2,2,2808.68,4,0,0,400,Promising,400
685,100,2,11,2748.2,4,0,0,400,Promising,400
686,1810,2,6,458.74,4,0,0,400,Promising,400
687,1829,3,3,2868.37,4,0,0,400,Promising,400
688,2823,4,12,2040.61,4,0,0,400,Promising,400
689,1121,2,7,2973.36,4,0,0,400,Promising,400
690,3209,4,9,3112.43,4,0,0,400,Promising,400
691,2719,3,10,3061.49,4,0,0,400,Promising,400
692,900,4,12,2446.44,4,0,0,400,Promising,400
693,3156,3,4,3087.91,4,0,0,400,Promising,400
694,3139,3,11,2633.05,4,0,0,400,Promising,400
695,2330,3,4,2391.06,4,0,0,400,Promising,400
696,745,4,11,2697.98,4,0,0,400,Promising,400
697,1148,3,8,3426.09,4,0,0,400,Promising,400
698,2470,4,12,3356.1,4,0,0,400,Promising,400
699,1393,3,1,2847.5,4,0,0,400,Promising,400
700,1854,3,0,3384.56,4,0,0,400,Promising,400
701,2389,3,8,2456.18,4,0,0,400,Promising,400
702,1174,3,8,3466.93,4,0,0,400,Promising,400
703,1035,3,13,1327.06,4,0,0,400,Promising,400
704,2708,3,11,3437.08,4,0,0,400,Promising,400
705,1203,1,7,1036.59,4,0,0,400,Promising,400
706,1185,3,9,1957.15,4,0,0,400,Promising,400
707,1538,4,1,891.12,4,0,0,400,Promising,400
708,2556,2,14,1917.48,4,0,0,400,Promising,400
709,705,4,11,2127.86,4,0,0,400,Promising,400
710,2905,4,8,3343.69,4,0,0,400,Promising,400
711,1764,4,2,3350.14,4,0,0,400,Promising,400
712,1564,3,13,2983.8,4,0,0,400,Promising,400
713,126,3,11,3448.12,4,0,0,400,Promising,400
714,2108,3,12,3130.26,4,0,0,400,Promising,400
715,1608,3,12,2811.51,4,0,0,400,Promising,400
716,689,3,12,3614.25,4,0,0,400,Promising,400
717,1087,3,14,3535.79,4,0,0,400,Promising,400
718,481,2,14,2156.44,4,0,0,400,Promising,400
719,1978,3,13,2048.26,4,0,0,400,Promising,400
720,218,4,14,3125.6,4,0,0,400,Promising,400
721,108,3,10,3556.66,4,0,0,400,Promising,400
722,3275,4,4,2826.83,4,0,0,400,Promising,400
723,966,4,13,1885.61,4,0,0,400,Promising,400
724,589,3,10,3259.93,4,0,0,400,Promising,400
725,1145,2,13,2382.72,4,0,0,400,Promising,400
726,281,4,9,3537.46,4,0,0,400,Promising,400
727,1359,2,12,2027.25,4,0,0,400,Promising,400
728,1341,4,10,2841.1,4,0,0,400,Promising,400
729,1485,2,4,1871.67,4,0,0,400,Promising,400
730,1963,2,9,2683.29,4,0,0,400,Promising,400
731,2032,2,5,1640.3,4,0,0,400,Promising,400
732,1216,4,7,3354.53,4,0,0,400,Promising,400
733,3338,4,4,2377.23,4,0,0,400,Promising,400
734,3446,2,4,1028.53,4,0,0,400,Promising,400
735,1456,4,8,1713.83,4,0,0,400,Promising,400
736,1565,2,9,3083.23,4,0,0,400,Promising,400
737,2949,3,13,1857.76,4,0,0,400,Promising,400
738,1219,3,4,3070.27,4,0,0,400,Promising,400
739,30,3,11,3736.52,4,0,0,400,Promising,400
740,2713,3,0,3426.37,4,0,0,400,Promising,400
741,2746,3,8,3056.22,4,0,0,400,Promising,400
742,2878,3,0,2319.39,4,0,0,400,Promising,400
743,1781,4,9,3282.18,4,0,0,400,Promising,400
744,106,3,1,2906.16,4,0,0,400,Promising,400
745,2122,3,8,2424.17,4,0,0,400,Promising,400
746,1495,2,3,1217.97,4,0,0,400,Promising,400
747,1333,3,7,3501.9,4,0,0,400,Promising,400
748,353,11,23,13721.09,3,4,4,344,VIP Champions,344
749,1957,10,19,11536.57,3,4,4,344,VIP Champions,344
750,1113,9,26,10999.37,3,4,4,344,VIP Champions,344
751,1788,9,29,10584.15,3,4,4,344,VIP Champions,344
752,3431,10,28,12673.97,3,4,4,344,VIP Champions,344
753,3382,10,19,10347.49,3,4,4,344,VIP Champions,344
754,1696,9,28,12254.53,3,4,4,344,VIP Champions,344
755,1106,9,24,11078.47,3,4,4,344,VIP Champions,344
756,445,11,24,14593.22,3,4,4,344,VIP Champions,344
757,906,9,16,12920.29,3,4,4,344,VIP Champions,344
758,1477,9,19,9549.97,3,4,4,344,VIP Champions,344
759,1502,9,26,11571.9,3,4,4,344,VIP Champions,344
760,139,9,26,10638.89,3,4,4,344,VIP Champions,344
761,2633,9,15,10392.61,3,4,4,344,VIP Champions,344
762,2383,9,21,13104.08,3,4,4,344,VIP Champions,344
763,2537,11,22,11743.04,3,4,4,344,VIP Champions,344
764,213,11,28,13555.56,3,4,4,344,VIP Champions,344
765,2083,9,15,10347.28,3,4,4,344,VIP Champions,344
766,2815,9,27,9217.46,3,4,4,344,VIP Champions,344
767,3060,11,29,14609.22,3,4,4,344,VIP Champions,344
768,1237,11,23,14112.4,3,4,4,344,VIP Champions,344
769,2686,11,24,13237.88,3,4,4,344,VIP Champions,344
770,2574,11,27,11811.56,3,4,4,344,VIP Champions,344
771,844,9,31,12523.55,3,4,4,344,VIP Champions,344
772,1864,11,24,8863.49,3,4,4,344,VIP Champions,344
773,1473,11,32,11098.84,3,4,4,344,VIP Champions,344
774,1205,9,22,11055.76,3,4,4,344,VIP Champions,344
775,2887,9,24,10892.99,3,4,4,344,VIP Champions,344
776,3143,11,20,10532.28,3,4,4,344,VIP Champions,344
777,1049,10,32,11130.05,3,4,4,344,VIP Champions,344
778,1346,9,15,10530.7,3,4,4,344,VIP Champions,344
779,1812,10,22,10631.38,3,4,4,344,VIP Champions,344
780,936,12,32,17160.24,3,4,4,344,VIP Champions,344
781,2240,12,31,13961.45,3,4,4,344,VIP Champions,344
782,80,10,28,12564.82,3,4,4,344,VIP Champions,344
783,1597,12,25,18052.68,3,4,4,344,VIP Champions,344
784,2755,12,28,12109.6,3,4,4,344,VIP Champions,344
785,2036,12,25,10761.29,3,4,4,344,VIP Champions,344
786,728,9,25,10919.45,3,4,4,344,VIP Champions,344
787,832,12,17,13562.13,3,4,4,344,VIP Champions,344
788,1103,12,32,15447.92,3,4,4,344,VIP Champions,344
789,1821,12,24,14387.59,3,4,4,344,VIP Champions,344
790,2468,9,21,11893.32,3,4,4,344,VIP Champions,344
791,29,9,22,10855.57,3,4,4,344,VIP Champions,344
792,2733,9,28,12972.27,3,4,4,344,VIP Champions,344
793,3421,9,28,11268.79,3,4,4,344,VIP Champions,344
794,2946,10,31,9722.73,3,4,4,344,VIP Champions,344
795,2986,9,28,9529.92,3,4,4,344,VIP Champions,344
796,2433,10,26,10945.11,3,4,4,344,VIP Champions,344
797,516,10,19,9021.7,3,4,4,344,VIP Champions,344
798,2013,10,15,9944.76,3,4,4,344,VIP Champions,344
799,2095,10,20,9988.76,3,4,4,344,VIP Champions,344
800,273,10,28,11372.24,3,4,4,344,VIP Champions,344
801,2932,10,19,10991.14,3,4,4,344,VIP Champions,344
802,2155,12,19,10114.46,3,4,4,344,VIP Champions,344
803,2101,10,20,14423.33,3,4,4,344,VIP Champions,344
804,127,10,23,9949.62,3,4,4,344,VIP Champions,344
805,3020,12,22,11413.11,3,4,4,344,VIP Champions,344
806,2565,9,29,11516.51,3,4,4,344,VIP Champions,344
807,1494,10,18,11747.52,3,4,4,344,VIP Champions,344
808,1762,12,21,12375.52,3,4,4,344,VIP Champions,344
809,2726,10,27,10263.47,3,4,4,344,VIP Champions,344
810,246,9,27,9724.98,3,4,4,344,VIP Champions,344
811,307,9,15,9818.0,3,4,4,344,VIP Champions,344
812,903,9,16,10102.58,3,4,4,344,VIP Champions,344
813,1428,10,15,11559.73,3,4,4,344,VIP Champions,344
814,720,10,20,13004.35,3,4,4,344,VIP Champions,344
815,3326,13,29,14078.19,3,4,4,344,VIP Champions,344
816,1537,9,26,9589.18,3,4,4,344,VIP Champions,344
817,41,9,29,9114.15,3,4,4,344,VIP Champions,344
818,433,9,15,10236.83,3,4,4,344,VIP Champions,344
819,2762,9,16,13073.58,3,4,4,344,VIP Champions,344
820,3117,9,25,12615.48,3,4,4,344,VIP Champions,344
821,1302,13,29,17035.83,3,4,4,344,VIP Champions,344
822,1547,9,27,12870.9,3,4,4,344,VIP Champions,344
823,1493,10,20,11653.87,3,4,4,344,VIP Champions,344
824,877,9,17,9182.89,3,4,4,344,VIP Champions,344
825,2266,10,29,8911.6,3,4,4,344,VIP Champions,344
826,173,9,15,14061.48,3,4,4,344,VIP Champions,344
827,1591,11,29,12687.66,3,4,4,344,VIP Champions,344
828,8,10,22,12024.76,3,4,4,344,VIP Champions,344
829,2770,9,30,13728.7,3,4,4,344,VIP Champions,344
830,2454,10,29,11477.22,3,4,4,344,VIP Champions,344
831,1817,11,31,10054.07,3,4,4,344,VIP Champions,344
832,1129,13,26,18349.27,3,4,4,344,VIP Champions,344
833,1272,10,24,12199.83,3,4,4,344,VIP Champions,344
834,1853,9,26,8957.8,3,4,4,344,VIP Champions,344
835,2680,9,16,9177.27,3,4,4,344,VIP Champions,344
836,2273,10,26,9867.35,3,4,4,344,VIP Champions,344
837,765,10,24,8794.98,3,4,4,344,VIP Champions,344
838,1517,11,28,13750.08,3,4,4,344,VIP Champions,344
839,404,9,18,9330.26,3,4,4,344,VIP Champions,344
840,759,9,23,8217.14,3,4,3,343,VIP Champions,343
841,87,9,18,7994.73,3,4,3,343,VIP Champions,343
842,197,9,27,8456.02,3,4,3,343,VIP Champions,343
843,760,9,26,8569.29,3,4,3,343,VIP Champions,343
844,2210,9,27,8133.83,3,4,3,343,VIP Champions,343
845,1599,11,19,8164.88,3,4,3,343,VIP Champions,343
846,1690,9,16,8042.11,3,4,3,343,VIP Champions,343
847,3176,9,24,7167.27,3,4,3,343,VIP Champions,343
848,1229,9,19,6854.87,3,4,3,343,VIP Champions,343
849,614,9,18,8557.0,3,4,3,343,VIP Champions,343
850,315,9,27,7677.51,3,4,3,343,VIP Champions,343
851,3014,9,19,8691.04,3,4,3,343,VIP Champions,343
852,2566,10,17,8489.6,3,4,3,343,VIP Champions,343
853,3451,9,15,7139.17,3,4,3,343,VIP Champions,343
854,2732,10,16,6703.58,3,4,2,342,Potential Loyalist,342
855,2763,9,19,6496.64,3,4,2,342,Potential Loyalist,342
856,2841,7,16,10658.35,3,3,4,334,VIP Champions,334
857,1818,7,24,8942.78,3,3,4,334,VIP Champions,334
858,2469,7,20,10397.56,3,3,4,334,VIP Champions,334
859,2528,7,25,9485.91,3,3,4,334,VIP Champions,334
860,1845,7,21,9342.2,3,3,4,334,VIP Champions,334
861,250,7,31,9866.27,3,3,4,334,VIP Champions,334
862,1144,7,17,9425.65,3,3,4,334,VIP Champions,334
863,1361,7,28,8979.07,3,3,4,334,VIP Champions,334
864,1567,7,24,10643.93,3,3,4,334,VIP Champions,334
865,1578,7,16,9064.42,3,3,4,334,VIP Champions,334
866,425,7,25,10925.23,3,3,4,334,VIP Champions,334
867,3324,7,31,10846.51,3,3,4,334,VIP Champions,334
868,201,8,28,9167.38,3,3,4,334,VIP Champions,334
869,1588,7,32,9131.54,3,3,4,334,VIP Champions,334
870,1616,7,23,10413.51,3,3,4,334,VIP Champions,334
871,3258,8,17,11196.13,3,3,4,334,VIP Champions,334
872,204,8,27,11444.0,3,3,4,334,VIP Champions,334
873,2401,8,21,10935.93,3,3,4,334,VIP Champions,334
874,769,8,19,9694.79,3,3,4,334,VIP Champions,334
875,1152,8,24,9434.77,3,3,4,334,VIP Champions,334
876,171,8,18,9347.85,3,3,4,334,VIP Champions,334
877,1021,8,28,9624.45,3,3,4,334,VIP Champions,334
878,3411,7,30,11320.22,3,3,4,334,VIP Champions,334
879,357,8,15,8779.22,3,3,4,334,VIP Champions,334
880,1554,7,20,9898.23,3,3,4,334,VIP Champions,334
881,981,7,25,9042.05,3,3,4,334,VIP Champions,334
882,1332,8,31,9213.53,3,3,4,334,VIP Champions,334
883,500,8,24,9381.92,3,3,4,334,VIP Champions,334
884,1210,8,17,9667.75,3,3,4,334,VIP Champions,334
885,1811,8,32,10112.53,3,3,4,334,VIP Champions,334
886,2651,8,15,10121.93,3,3,4,334,VIP Champions,334
887,3264,8,23,9097.93,3,3,4,334,VIP Champions,334
888,724,8,23,9812.7,3,3,4,334,VIP Champions,334
889,432,8,21,9237.06,3,3,4,334,VIP Champions,334
890,2702,8,19,11698.41,3,3,4,334,VIP Champions,334
891,1627,8,24,10051.58,3,3,4,334,VIP Champions,334
892,50,8,26,9252.66,3,3,4,334,VIP Champions,334
893,136,8,20,9406.85,3,3,4,334,VIP Champions,334
894,2201,7,30,10466.46,3,3,4,334,VIP Champions,334
895,2367,7,25,9334.85,3,3,4,334,VIP Champions,334
896,3388,8,25,9307.45,3,3,4,334,VIP Champions,334
897,1133,7,17,9050.01,3,3,4,334,VIP Champions,334
898,3057,7,28,9733.55,3,3,4,334,VIP Champions,334
899,3482,8,27,11842.05,3,3,4,334,VIP Champions,334
900,2400,8,19,10452.28,3,3,4,334,VIP Champions,334
901,1102,8,21,8832.98,3,3,4,334,VIP Champions,334
902,3330,8,22,8810.21,3,3,4,334,VIP Champions,334
903,2138,8,29,11281.36,3,3,4,334,VIP Champions,334
904,2076,8,19,12082.72,3,3,4,334,VIP Champions,334
905,2880,8,18,12780.52,3,3,4,334,VIP Champions,334
906,1688,8,23,8917.13,3,3,4,334,VIP Champions,334
907,1917,7,28,9783.66,3,3,4,334,VIP Champions,334
908,1858,8,21,12412.28,3,3,4,334,VIP Champions,334
909,753,8,15,11935.38,3,3,4,334,VIP Champions,334
910,987,8,22,8979.65,3,3,4,334,VIP Champions,334
911,833,8,25,8852.31,3,3,4,334,VIP Champions,334
912,2522,8,24,9637.08,3,3,4,334,VIP Champions,334
913,2067,8,30,9622.05,3,3,4,334,VIP Champions,334
914,695,8,16,10407.64,3,3,4,334,VIP Champions,334
915,2799,8,29,9916.09,3,3,4,334,VIP Champions,334
916,1698,8,32,9039.04,3,3,4,334,VIP Champions,334
917,3295,8,19,10279.81,3,3,4,334,VIP Champions,334
918,2132,8,18,12668.24,3,3,4,334,VIP Champions,334
919,2182,8,17,10722.16,3,3,4,334,VIP Champions,334
920,2740,8,26,10497.95,3,3,4,334,VIP Champions,334
921,1074,8,16,9370.01,3,3,4,334,VIP Champions,334
922,461,8,20,10366.86,3,3,4,334,VIP Champions,334
923,1194,8,28,7829.33,3,3,3,333,Loyal,333
924,1340,8,28,7371.42,3,3,3,333,Loyal,333
925,13,7,27,7734.74,3,3,3,333,Loyal,333
